transaction_id,timestamp,merchant_id,customer_id,device_id,payment_instrument_id,amount,amount_log,hour_of_day,day_of_week,is_weekend,is_night,merchant_category_idx,pi_type_idx,cust_age_days,cust_txn_count_prev,cust_amount_sum_prev,cust_amount_mean_prev,cust_amount_std_prev,cust_amount_max_prev,cust_days_since_last_txn,cust_amount_to_mean_ratio,cust_amount_zscore,cust_is_first_txn,cust_decline_rate_prev,velocity_txn_count_1h,velocity_amount_sum_1h,velocity_txn_count_24h,velocity_amount_sum_24h,velocity_txn_count_7d,velocity_amount_sum_7d,merchant_age_days,merchant_txn_count_prev,merchant_amount_mean_prev,merchant_amount_std_prev,merchant_decline_rate_prev,merchant_velocity_txn_count_1h,merchant_velocity_txn_count_24h,merchant_velocity_txn_count_7d,amount_to_merchant_mean_ratio,device_txn_count_prev,device_distinct_cust_prev,device_distinct_merchants_prev,device_velocity_count_24h,device_velocity_count_7d,device_is_new_for_cust,device_age_days,pi_txn_count_prev,pi_distinct_cust_prev,pi_distinct_merchants_prev,pi_velocity_count_1h,pi_velocity_count_24h,pi_age_days,is_fraud,is_fraud_ground_truth,fraud_archetype,fraud_case_id
15571,2025-03-15 16:55:06,1099,14950,19518,20118,3880.17,8.2639,16,5,1,0,8,3,25.01,0,0.0,969.33,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,36.41,42,3599.18,2795.01,0.1429,0,2,10,1.0781,0,0,0,0,0,1,25.35,0,0,0,0,0,24.66,False,False,none,
15572,2025-03-15 16:56:26,274,13630,17793,18331,2997.73,8.0059,16,5,1,0,1,1,42.76,0,0.0,2356.01,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,68.83,29,2941.65,1285.59,0.1379,0,0,5,1.0191,0,0,0,0,0,1,42.77,0,0,0,0,0,42.66,False,False,none,
15573,2025-03-15 17:03:32,503,263,342,355,5814.59,8.6683,17,5,1,0,3,2,39.73,3,4285.82,1428.61,412.6,1680.32,3.934502,4.0701,10.6301,0,0.0,0,0.0,0,0.0,1,1680.32,59.29,63,1454.51,959.55,0.0635,0,2,12,3.9976,3,1,3,0,1,0,22.07,1,1,1,0,0,13.01,False,False,none,
15574,2025-03-15 17:04:12,374,24837,32440,33434,1361.09,7.2168,17,5,1,0,6,2,23.25,2,4455.32,2227.66,807.25,2798.47,22.991505,0.611,-1.0735,0,0.5,0,0.0,0,0.0,0,0.0,54.4,32,1595.32,897.69,0.125,0,3,7,0.8532,2,1,2,0,0,0,23.18,2,1,2,0,0,23.18,False,False,none,
15575,2025-03-15 17:07:07,132,29059,37984,39118,560.55,6.3307,17,5,1,0,3,1,65.37,2,1141.34,570.67,251.56,748.55,5.004468,0.9823,-0.0402,0,0.0,0,0.0,0,0.0,1,748.55,46.05,34,1617.64,851.76,0.0294,0,4,6,0.3465,2,1,2,0,1,0,59.03,2,1,2,0,0,59.03,False,False,none,
15576,2025-03-15 17:11:17,567,15352,20043,20655,1637.05,7.4013,17,5,1,0,7,2,64.56,2,2936.82,1468.41,369.39,1729.61,4.019051,1.1148,0.4565,0,0.0,0,0.0,0,0.0,1,1207.21,51.44,15,1802.56,1476.03,0.1333,0,1,5,0.9082,2,1,2,0,1,0,59.01,2,1,2,0,0,59.01,False,False,none,
15577,2025-03-15 17:13:03,616,25875,33798,34812,729.07,6.5931,17,5,1,0,0,1,52.12,1,1369.65,1369.65,0.0,1369.65,21.983738,0.5323,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40.79,18,1909.55,1732.92,0.1667,0,1,2,0.3818,1,1,1,0,0,0,21.98,0,0,0,0,0,23.9,False,False,none,
15578,2025-03-15 17:13:09,248,29816,38958,40138,1954.05,7.5782,17,5,1,0,5,1,71.25,2,2857.81,1428.9,471.58,1762.36,14.942072,1.3675,1.1136,0,0.0,0,0.0,0,0.0,0,0.0,66.6,6,1256.5,536.67,0.1667,0,0,1,1.5552,2,1,2,0,0,0,34.01,0,0,0,0,0,70.94,False,False,none,
15579,2025-03-15 17:17:59,1134,18586,24292,24992,1737.22,7.4606,17,5,1,0,0,2,49.98,3,9134.94,3044.98,855.68,3606.57,9.874549,0.5705,-1.5283,0,0.0,0,0.0,0,0.0,0,0.0,19.74,5,1046.11,280.59,0.0,0,0,1,1.6606,3,1,3,0,0,0,46.87,3,1,3,0,0,46.87,False,False,none,
15580,2025-03-15 17:20:36,634,27710,36215,37303,743.48,6.6127,17,5,1,0,5,1,40.33,1,992.18,992.18,0.0,992.18,9.913866,0.7493,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47.61,40,1632.74,1075.37,0.1,0,1,7,0.4554,1,1,1,0,0,0,9.91,1,1,1,0,0,9.91,False,False,none,
15581,2025-03-15 17:24:55,209,7346,9592,9880,2309.1,7.745,17,5,1,0,4,2,6.93,1,1710.64,1710.64,0.0,1710.64,4.820972,1.3498,0.0,0,0.0,0,0.0,0,0.0,1,1710.64,59.27,32,2289.66,1437.61,0.0625,0,1,10,1.0085,1,1,1,0,1,0,4.82,1,1,1,0,0,4.82,False,False,none,
15582,2025-03-15 17:25:09,608,35709,46671,48073,1777.63,7.4836,17,5,1,0,4,2,19.88,1,1221.83,1221.83,0.0,1221.83,19.814375,1.4549,0.0,0,0.0,0,0.0,0,0.0,0,0.0,51.72,26,2300.95,1399.63,0.0769,0,0,5,0.7726,1,1,1,0,0,0,19.81,1,1,1,0,0,19.81,False,False,none,
15583,2025-03-15 17:25:20,1045,15060,19667,20267,3248.74,8.0863,17,5,1,0,2,0,8.09,0,0.0,1213.33,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,58.71,15,3912.32,765.77,0.0,0,0,3,0.8304,0,0,0,0,0,1,8.12,0,0,0,0,0,7.3,False,False,none,
15584,2025-03-15 17:26:42,1270,25323,33073,34068,9078.15,9.1137,17,5,1,0,9,0,59.78,2,7153.18,3576.59,699.46,4071.18,29.805336,2.5382,7.8654,0,0.0,0,0.0,0,0.0,0,0.0,50.7,54,7190.37,3049.02,0.1111,0,1,9,1.2625,2,1,2,0,0,0,39.8,2,1,2,0,0,39.8,False,False,none,
15585,2025-03-15 17:29:02,995,28487,37239,38329,1050.98,6.9584,17,5,1,0,3,2,0.97,0,0.0,1103.03,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,69.91,49,564.05,781.56,0.2245,0,0,22,1.8633,0,0,0,0,0,1,1.73,0,0,0,0,0,0.01,False,False,none,
15586,2025-03-15 17:29:12,147,3786,4977,5101,3270.79,8.0931,17,5,1,0,6,1,59.0,3,15067.79,5022.6,858.88,5852.59,42.017407,0.6512,-2.0396,0,0.3333,0,0.0,0,0.0,0,0.0,45.14,6,1231.4,794.32,0.1667,0,1,2,2.6562,3,1,3,0,0,0,49.13,3,1,3,0,0,49.13,False,False,none,
15587,2025-03-15 17:35:29,659,11804,15404,15875,1761.11,7.4743,17,5,1,0,1,2,51.55,1,368.66,368.66,0.0,368.66,27.921493,4.7771,0.0,0,0.0,0,0.0,0,0.0,0,0.0,66.8,3,2440.84,1087.93,0.0,0,0,0,0.7215,1,1,1,0,0,0,27.92,1,1,1,0,0,27.92,False,False,none,
15588,2025-03-15 17:40:43,258,36467,47662,49082,1182.43,7.0762,17,5,1,0,4,1,11.18,1,890.55,890.55,0.0,890.55,10.087917,1.3278,0.0,0,0.0,0,0.0,0,0.0,0,0.0,62.07,20,1878.39,1065.72,0.1,0,0,3,0.6295,1,1,1,0,0,0,10.09,1,1,1,0,0,10.09,False,False,none,
15589,2025-03-15 17:42:08,1324,8188,10700,11015,999.97,6.9087,17,5,1,0,7,3,67.21,0,0.0,589.58,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,47.27,27,2048.79,1631.79,0.037,0,1,3,0.4881,0,0,0,0,0,1,67.41,0,0,0,0,0,66.79,False,False,none,
15590,2025-03-15 17:42:08,1128,34004,44427,45788,1083.36,6.9887,17,5,1,0,0,0,3.46,1,1831.66,1831.66,0.0,1831.66,1.05647,0.5915,0.0,0,0.0,0,0.0,0,0.0,1,1831.66,56.69,4,1219.08,447.02,0.0,0,1,1,0.8887,1,1,1,0,1,0,1.06,1,1,1,0,0,1.06,False,False,none,
15591,2025-03-15 17:43:52,810,27692,36186,37280,1173.61,7.0687,17,5,1,0,3,3,40.95,2,4247.36,2123.68,1265.08,3018.23,8.032315,0.5526,-0.751,0,0.0,0,0.0,0,0.0,0,0.0,40.73,25,1521.07,1047.82,0.16,0,0,2,0.7716,2,1,2,0,0,0,25.98,2,1,2,0,0,25.98,False,False,none,
15592,2025-03-15 17:47:05,651,25005,32648,33647,950.64,6.8582,17,5,1,0,5,1,69.5,7,46772.39,6681.77,8288.29,25019.29,7.94713,0.1423,-0.6915,0,0.1429,0,0.0,0,0.0,0,0.0,42.45,5,2090.61,1593.69,0.0,0,0,0,0.4547,7,1,7,0,0,0,66.9,6,1,6,0,0,66.9,False,False,none,
15593,2025-03-15 17:47:38,349,11612,15156,15611,2918.96,7.9793,17,5,1,0,1,1,62.33,3,14717.93,4905.98,3705.94,8849.13,10.055509,0.595,-0.5362,0,0.3333,0,0.0,0,0.0,0,0.0,57.22,5,2412.7,329.16,0.2,0,0,1,1.2098,3,1,3,0,0,0,39.86,3,1,3,0,0,39.86,False,False,none,
15594,2025-03-15 17:54:26,690,14346,18720,19301,5796.94,8.6653,17,5,1,0,9,0,7.15,0,0.0,1959.41,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,48.63,69,7985.94,4580.69,0.029,0,2,12,0.7259,0,0,0,0,0,1,7.63,0,0,0,0,0,6.78,False,False,none,
15595,2025-03-15 17:54:57,560,14995,19575,20183,4380.54,8.3852,17,5,1,0,9,2,27.63,0,0.0,2920.1,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,72.49,7,4927.17,1352.85,0.1429,0,1,2,0.8891,0,0,0,0,0,1,28.02,0,0,0,0,0,27.6,False,False,none,
15596,2025-03-15 17:55:07,991,36466,47661,49081,2072.14,7.6368,17,5,1,0,0,3,29.87,0,0.0,2635.37,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,59.62,36,1353.25,1095.44,0.1111,0,0,3,1.5312,0,0,0,0,0,1,29.95,0,0,0,0,0,29.52,False,False,none,
15597,2025-03-15 17:57:17,85,26952,35224,36258,3044.16,8.0213,17,5,1,0,2,1,27.46,0,0.0,1848.72,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,44.29,11,5524.42,2774.71,0.0909,0,0,2,0.551,0,0,0,0,0,1,27.71,0,0,0,0,0,27.32,False,False,none,
15598,2025-03-15 18:06:43,787,15833,20682,21309,2741.6,7.9167,18,5,1,0,7,0,51.89,2,2809.99,1404.99,47.65,1438.69,11.852384,1.9513,28.0506,0,0.0,0,0.0,0,0.0,0,0.0,62.93,47,1875.97,763.92,0.1489,0,0,12,1.4614,2,1,1,0,0,0,41.86,2,1,1,0,0,41.86,False,False,none,
15599,2025-03-15 18:06:56,1147,5961,7823,8009,801.86,6.6882,18,5,1,0,0,1,70.06,1,1680.63,1680.63,0.0,1680.63,54.017581,0.4771,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17.87,15,1023.59,721.83,0.0667,0,1,4,0.7834,1,1,1,0,0,0,54.02,1,1,1,0,0,54.02,False,False,none,
15600,2025-03-15 18:09:34,604,12277,16016,16498,680.14,6.5238,18,5,1,0,0,1,72.78,0,0.0,1303.26,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,50.23,35,1774.6,1895.07,0.0571,0,2,11,0.3833,0,0,0,0,0,1,73.62,0,0,0,0,0,71.95,False,False,none,
15601,2025-03-15 18:13:04,1145,11991,15647,16118,1813.98,7.5038,18,5,1,0,5,1,54.67,1,3984.74,3984.74,0.0,3984.74,14.175926,0.4552,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50.48,0,418.33,0.0,0.0,0,0,0,4.3362,1,1,1,0,0,0,14.18,0,0,0,0,0,44.12,False,False,none,
15602,2025-03-15 18:14:32,1242,14882,19435,20028,1139.21,7.039,18,5,1,0,6,1,9.18,0,0.0,1525.7,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,59.68,16,1078.7,490.17,0.0625,0,1,3,1.0561,0,0,0,0,0,1,9.34,0,0,0,0,0,8.44,False,False,none,
15603,2025-03-15 18:22:25,178,1939,2528,2618,483.35,6.1828,18,5,1,0,3,2,27.46,0,0.0,631.15,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,18.65,2,3019.36,2326.06,0.0,0,0,1,0.1601,0,0,0,0,0,1,27.46,0,0,0,0,0,27.16,False,False,none,
15604,2025-03-15 18:23:59,1111,1292,1671,1735,2724.09,7.9103,18,5,1,0,4,1,38.75,1,5936.99,5936.99,0.0,5936.99,16.077095,0.4588,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.46,32,2353.15,1907.95,0.0312,0,0,9,1.1576,1,1,1,0,0,0,16.08,1,1,1,0,0,16.08,True,False,none,
15605,2025-03-15 18:32:48,15,30941,40422,41649,1122.03,7.0238,18,5,1,0,5,0,26.77,0,0.0,1081.61,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,41.83,48,1486.63,1123.67,0.0833,0,1,9,0.7547,0,0,0,0,0,1,26.77,0,0,0,0,0,26.4,False,False,none,
15606,2025-03-15 18:32:54,1488,31942,41730,42979,714.26,6.5726,18,5,1,0,5,1,46.01,0,0.0,945.09,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,20.87,8,5024.35,5176.12,0.0,0,0,1,0.1422,0,0,0,0,0,1,46.31,0,0,0,0,0,45.85,False,False,none,
15607,2025-03-15 18:39:38,542,15788,20620,21245,1717.03,7.4489,18,5,1,0,1,1,65.03,1,1062.29,1062.29,0.0,1062.29,57.777569,1.6163,0.0,0,0.0,0,0.0,0,0.0,0,0.0,53.3,17,2127.18,1305.4,0.1176,0,0,5,0.8072,1,1,1,0,0,0,57.78,1,1,1,0,0,57.78,False,False,none,
15608,2025-03-15 18:40:59,152,33065,43195,44519,2626.74,7.8739,18,5,1,0,8,1,9.93,0,0.0,1739.66,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,45.93,4,1934.71,224.98,0.5,0,0,0,1.3577,0,0,0,0,0,1,9.97,0,0,0,0,0,9.56,False,False,none,
15609,2025-03-15 18:45:14,1448,32790,42827,44145,7263.1,8.8907,18,5,1,0,9,1,60.23,2,9738.79,4869.4,3587.6,7406.21,20.891042,1.4916,0.6672,0,0.0,0,0.0,0,0.0,0,0.0,35.18,30,6014.76,1745.33,0.1333,0,1,7,1.2075,2,1,2,0,0,0,46.14,2,1,2,0,0,46.14,False,False,none,
15610,2025-03-15 18:47:41,1382,16129,21078,21697,3593.9,8.1873,18,5,1,0,2,1,58.27,1,1067.89,1067.89,0.0,1067.89,20.86956,3.3654,0.0,0,1.0,0,0.0,0,0.0,0,0.0,50.72,4,6222.69,541.9,0.0,0,0,1,0.5775,1,1,1,0,0,0,20.87,1,1,1,0,0,20.87,False,False,none,
15611,2025-03-15 18:48:06,479,36122,47214,48617,1045.49,6.9532,18,5,1,0,0,1,34.34,1,1316.19,1316.19,0.0,1316.19,6.236377,0.7943,0.0,0,0.0,0,0.0,0,0.0,1,1316.19,72.91,8,875.73,283.18,0.125,0,0,0,1.1938,1,1,1,0,1,0,6.24,1,1,1,0,0,6.24,False,False,none,
15612,2025-03-15 18:48:27,502,25697,33579,34578,1895.83,7.5479,18,5,1,0,8,3,26.03,0,0.0,538.92,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,55.42,3,2199.82,297.54,0.0,0,0,1,0.8618,0,0,0,0,0,1,27.01,0,0,0,0,0,25.88,False,False,none,
15613,2025-03-15 18:49:34,1499,32321,42221,43498,1037.49,6.9455,18,5,1,0,6,1,62.1,3,6598.36,2199.45,1947.32,4412.39,8.099456,0.4717,-0.5967,0,0.3333,0,0.0,0,0.0,0,0.0,44.82,34,1583.78,1038.89,0.0588,0,0,2,0.6551,2,1,2,0,0,0,39.87,2,1,2,0,0,27.85,True,False,none,
15614,2025-03-15 18:49:35,1490,39761,51984,53513,1263.88,7.1427,18,5,1,0,5,1,64.03,1,681.68,681.68,0.0,681.68,60.066169,1.8541,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21.95,10,1285.72,532.08,0.1,0,0,1,0.983,1,1,1,0,0,0,60.07,0,0,0,0,0,45.51,False,False,none,
15615,2025-03-15 18:50:31,904,12699,16562,17089,247.08,5.5138,18,5,1,0,5,1,51.36,0,0.0,2532.73,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,58.16,26,1216.93,722.25,0.0769,0,0,6,0.203,0,0,0,0,0,1,52.29,0,0,0,0,0,50.81,False,False,none,
15616,2025-03-15 18:50:42,481,36948,48302,49723,1346.9,7.2063,18,5,1,0,5,3,35.33,2,2611.11,1305.56,137.99,1403.13,14.038576,1.0317,0.2996,0,0.0,0,0.0,0,0.0,0,0.0,58.96,28,1535.53,1432.08,0.0714,0,0,7,0.8772,2,1,2,0,0,0,21.1,2,1,2,0,0,21.1,False,False,none,
15617,2025-03-15 18:59:54,817,36987,48356,49773,2330.93,7.7545,18,5,1,0,8,1,40.37,1,934.42,934.42,0.0,934.42,3.01228,2.4945,0.0,0,0.0,0,0.0,0,0.0,1,934.42,63.19,1,4283.19,0.0,0.0,0,0,0,0.5442,1,1,1,0,1,0,3.01,1,1,1,0,0,3.01,False,False,none,
15618,2025-03-15 19:03:01,1047,26498,34595,35656,4320.49,8.3714,19,5,1,0,4,1,56.28,0,0.0,1173.37,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,34.41,20,1538.65,768.53,0.05,0,0,3,2.808,0,0,0,0,0,1,56.93,0,0,0,0,0,55.31,False,False,none,
15619,2025-03-15 19:03:46,72,14602,19067,19657,1146.97,7.0458,19,5,1,0,5,0,62.55,0,0.0,1234.03,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,43.46,5,1191.82,732.85,0.0,0,0,2,0.9624,0,0,0,0,0,1,62.56,0,0,0,0,0,61.9,False,False,none,
15620,2025-03-15 19:06:41,135,39276,51340,52850,3570.36,8.1807,19,5,1,0,1,3,45.54,0,0.0,3151.33,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,10.07,37,2695.77,1261.85,0.0811,0,0,8,1.3244,0,0,0,0,0,1,45.83,0,0,0,0,0,44.86,False,False,none,
15621,2025-03-15 19:10:23,1099,35071,45842,47218,2334.34,7.7559,19,5,1,0,8,1,32.09,0,0.0,725.17,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,36.5,43,3605.72,2761.87,0.1395,0,3,11,0.6474,0,0,0,0,0,1,32.53,0,0,0,0,0,31.93,False,False,none,
15622,2025-03-15 19:14:36,984,16532,21617,22229,1946.97,7.5745,19,5,1,0,5,1,51.78,2,2545.2,1272.6,275.01,1467.06,24.975139,1.5299,2.4522,0,0.0,0,0.0,0,0.0,0,0.0,32.3,5,1010.34,412.06,0.0,0,1,2,1.927,2,1,2,0,0,0,27.12,1,1,1,0,0,27.12,False,False,none,
15623,2025-03-15 19:19:57,176,29758,38892,40062,2290.14,7.7368,19,5,1,0,2,2,67.16,2,7004.19,3502.1,170.86,3622.91,12.072211,0.6539,-7.0933,0,0.0,0,0.0,0,0.0,0,0.0,39.87,67,4274.04,1851.32,0.0597,0,2,15,0.5358,0,0,0,0,0,1,37.61,1,1,1,0,0,50.16,False,False,none,
15624,2025-03-15 19:25:59,1393,30127,39354,40562,1230.4,7.1159,19,5,1,0,4,2,36.2,2,4223.44,2111.72,178.52,2237.95,15.859074,0.5827,-4.9368,0,0.0,0,0.0,0,0.0,0,0.0,45.17,5,1961.68,490.81,0.0,0,0,0,0.6272,2,1,2,0,0,0,36.15,2,1,2,0,0,36.15,False,False,none,
15625,2025-03-15 19:30:06,228,26557,34674,35728,2755.02,7.9215,19,5,1,0,1,1,14.06,1,4308.83,4308.83,0.0,4308.83,6.034097,0.6394,0.0,0,0.0,0,0.0,0,0.0,1,4308.83,48.3,43,2662.96,1318.65,0.1395,0,1,6,1.0346,1,1,1,0,1,0,6.03,1,1,1,0,0,6.03,False,False,none,
15626,2025-03-15 19:32:23,1418,39085,51099,52597,9535.0,9.1628,19,5,1,0,9,1,56.61,2,7474.85,3737.43,2349.77,5398.96,42.037558,2.5512,2.4673,0,0.0,0,0.0,0,0.0,0,0.0,33.55,49,5514.8,2144.25,0.0408,0,2,8,1.729,2,1,2,0,0,0,47.21,1,1,1,0,0,42.04,False,False,none,
15627,2025-03-15 19:32:43,972,26966,35238,36275,5620.26,8.6343,19,5,1,0,2,3,39.63,0,0.0,770.75,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,20.69,68,5070.6,1674.56,0.1471,0,2,11,1.1084,0,0,0,0,0,1,39.93,0,0,0,0,0,38.88,False,False,none,
15628,2025-03-15 19:38:06,1277,9219,12053,12412,2334.29,7.7559,19,5,1,0,4,1,44.38,1,1261.58,1261.58,0.0,1261.58,16.129468,1.8503,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44.56,4,3543.82,3519.43,0.0,0,0,0,0.6587,1,1,1,0,0,0,16.13,1,1,1,0,0,16.13,False,False,none,
15629,2025-03-15 19:38:43,1169,24048,31424,32349,988.05,6.8967,19,5,1,0,7,1,48.53,2,3549.26,1774.63,720.91,2284.39,22.837859,0.5568,-1.0911,0,0.0,0,0.0,0,0.0,0,0.0,51.38,14,3139.57,2496.15,0.0714,0,0,1,0.3147,2,1,2,0,0,0,37.02,2,1,2,0,0,37.02,False,False,none,
15630,2025-03-15 19:39:09,1181,23722,31004,31903,1559.19,7.3526,19,5,1,0,7,0,19.1,0,0.0,875.01,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,26.55,15,1563.72,774.7,0.2,0,0,3,0.9971,0,0,0,0,0,1,19.53,0,0,0,0,0,18.45,False,False,none,
15631,2025-03-15 19:39:48,119,16009,20914,21544,890.7,6.7931,19,5,1,0,5,2,65.14,0,0.0,953.07,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,70.87,28,1880.35,1666.8,0.0714,0,0,4,0.4737,0,0,0,0,0,1,65.93,0,0,0,0,0,65.1,False,False,none,
15632,2025-03-15 19:39:51,329,27509,35938,37029,1993.64,7.5982,19,5,1,0,0,2,62.3,0,0.0,3500.57,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,59.29,44,1276.69,977.53,0.0682,0,0,5,1.5616,0,0,0,0,0,1,62.97,0,0,0,0,0,61.46,False,False,none,
15633,2025-03-15 19:49:39,1090,15921,20801,21418,749.96,6.6214,19,5,1,0,5,1,57.15,0,0.0,798.67,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,56.28,0,418.29,0.0,0.0,0,0,0,1.7929,0,0,0,0,0,1,57.79,0,0,0,0,0,56.68,False,False,none,
15634,2025-03-15 19:53:45,692,35664,46615,48008,3599.85,8.1889,19,5,1,0,8,1,41.45,0,0.0,1290.64,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,21.45,18,3879.65,2432.95,0.1111,0,0,5,0.9279,0,0,0,0,0,1,41.59,0,0,0,0,0,41.18,False,False,none,
15635,2025-03-15 19:54:13,767,26362,34414,35477,2784.13,7.932,19,5,1,0,4,1,58.1,2,4856.34,2428.17,152.45,2535.97,33.27044,1.1466,2.3349,0,0.0,0,0.0,0,0.0,0,0.0,65.79,10,1831.25,1176.75,0.0,0,0,1,1.5203,2,1,2,0,0,0,51.1,2,1,2,0,0,51.1,False,False,none,
15636,2025-03-15 19:58:36,907,37463,48976,50408,6742.75,8.8164,19,5,1,0,9,3,69.64,1,1900.11,1900.11,0.0,1900.11,53.936204,3.5486,0.0,0,0.0,0,0.0,0,0.0,0,0.0,58.63,23,5987.71,3269.19,0.0,0,1,7,1.1261,1,1,1,0,0,0,53.94,1,1,1,0,0,53.94,False,False,none,
15637,2025-03-15 20:03:18,1402,226,291,305,6893.45,8.8385,20,5,1,0,2,1,11.0,0,0.0,2474.81,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,26.71,59,6089.36,3646.29,0.0847,0,2,12,1.132,0,0,0,0,0,1,11.87,0,0,0,0,0,10.01,False,False,none,
15638,2025-03-15 20:04:51,260,5559,7296,7477,4898.05,8.4968,20,5,1,0,1,1,38.01,0,0.0,3632.29,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,63.08,30,2115.04,956.24,0.1,0,0,4,2.3158,0,0,0,0,0,1,37.93,0,0,0,0,0,37.17,False,False,none,
15639,2025-03-15 20:06:14,1070,31030,40547,41769,1069.41,6.9758,20,5,1,0,5,1,7.81,0,0.0,2049.46,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,58.4,20,1573.89,966.22,0.05,0,0,3,0.6795,0,0,0,0,0,1,7.81,0,0,0,0,0,7.56,False,False,none,
15640,2025-03-15 20:08:56,787,31431,41057,42272,2409.15,7.7874,20,5,1,0,7,1,20.99,1,2910.67,2910.67,0.0,2910.67,0.926586,0.8277,0.0,0,0.0,0,0.0,1,2910.67,1,2910.67,63.02,48,1894.01,766.01,0.1458,0,1,12,1.272,0,0,0,0,0,1,21.86,1,1,1,0,1,0.93,False,False,none,
15641,2025-03-15 20:11:07,1003,181,235,244,1439.01,7.2724,20,5,1,0,4,1,66.51,0,0.0,1213.45,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,37.19,24,1955.5,841.27,0.0833,0,0,7,0.7359,0,0,0,0,0,1,67.38,0,0,0,0,0,66.0,False,False,none,
15642,2025-03-15 20:12:03,635,9255,12100,12460,7024.58,8.8573,20,5,1,0,2,0,46.88,1,5193.55,5193.55,0.0,5193.55,9.221609,1.3526,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.85,17,4582.71,2877.7,0.2353,0,0,1,1.5328,1,1,1,0,0,0,9.22,1,1,1,0,0,9.22,False,False,none,
15643,2025-03-15 20:13:02,445,36889,48231,49641,3899.82,8.2689,20,5,1,0,6,1,28.74,1,5826.77,5826.77,0.0,5826.77,28.20478,0.6693,0.0,0,0.0,0,0.0,0,0.0,0,0.0,72.16,9,1350.18,684.08,0.1111,0,0,4,2.8884,1,1,1,0,0,0,28.2,1,1,1,0,0,28.2,True,False,none,
15644,2025-03-15 20:23:16,736,32642,42633,43940,960.38,6.8684,20,5,1,0,0,1,34.96,0,0.0,1733.56,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,58.91,68,1788.01,1683.07,0.0,0,0,11,0.5371,0,0,0,0,0,1,35.14,0,0,0,0,0,34.46,False,False,none,
15645,2025-03-15 20:26:08,208,6687,8740,9002,2828.99,7.948,20,5,1,0,0,2,46.3,0,0.0,1566.51,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,60.43,7,3350.97,4857.16,0.1429,0,0,1,0.8442,0,0,0,0,0,1,46.62,0,0,0,0,0,45.6,False,False,none,
