id,name,category,created_at,typical_order_value,typical_order_value_std,expected_daily_transactions,tier
334,WallCraft_0026,home,2025-02-26 11:34:40,4351.07,3625.79,3,small
335,WearHouse_0054,fashion,2025-01-25 05:13:26,2567.83,534.59,6,small
336,StudyNest_0024,education,2025-02-08 05:04:13,3977.3,3730.74,2,small
337,ThreadBarn_0055,fashion,2025-02-04 23:43:38,1565.16,1201.73,4,small
338,SaaSPoint_0045,digital_services,2025-01-22 14:14:18,558.83,364.5,8,small
339,UrbanStitch_0056,fashion,2025-01-24 16:59:54,2113.35,1325.45,13,medium
340,ShowTime_0024,entertainment,2025-01-10 16:13:29,749.0,603.71,27,medium
341,ModaFit_0057,fashion,2025-01-10 06:07:19,2590.23,1159.62,1,small
342,TicketBay_0025,entertainment,2025-01-22 02:23:41,777.77,424.2,19,medium
343,VitalCare_0034,health,2025-01-20 18:14:16,1598.67,995.85,2,small
344,BrainWorks_0025,education,2025-01-24 22:41:58,2539.46,3111.35,21,large
345,CureQuick_0035,health,2025-01-23 15:25:51,1800.1,1190.9,4,small
346,LifePulse_0036,health,2025-02-13 02:25:27,2038.45,1060.57,14,medium
347,EventPulse_0026,entertainment,2025-01-25 09:28:51,1005.96,542.5,2,small
348,StaplePick_0047,grocery,2025-01-06 20:28:29,594.5,398.75,32,medium
349,CourseTrail_0026,education,2025-01-17 12:25:15,4715.08,2468.41,3,small
350,ClosetBox_0058,fashion,2025-02-08 21:25:22,2604.91,1156.12,15,medium
351,AcadEdge_0027,education,2025-01-24 19:09:23,4174.34,1763.86,2,small
352,FabricLane_0059,fashion,2025-01-02 11:58:38,2498.5,1215.74,64,large
353,MentorLab_0028,education,2025-01-21 17:09:36,2318.06,1655.0,12,medium
354,KnowPath_0029,education,2025-01-31 04:24:59,4149.36,2403.37,11,medium
355,FoodDash_0051,food_delivery,2025-02-04 13:18:10,494.71,167.45,39,medium
356,VoyagePlan_0016,travel,2025-02-10 08:29:48,12455.34,9446.54,9,large
357,DocConnect_0037,health,2025-02-01 03:46:47,1740.62,951.15,4,small
358,FitPath_0038,health,2025-01-01 18:42:45,1797.39,890.82,4,small
359,GlobeHopper_0017,travel,2025-02-07 16:21:16,10705.78,7532.65,1,small
360,LearnHub_0030,education,2025-01-05 20:18:56,2964.78,2758.04,3,small
361,MediaWave_0027,entertainment,2025-01-06 06:37:15,889.93,555.1,32,medium
362,StyleStreet_0060,fashion,2025-02-15 14:32:52,1930.77,811.34,30,large
363,TrendSet_0061,fashion,2025-02-06 08:10:38,1946.69,966.16,46,large
364,FashionVault_0062,fashion,2025-01-04 02:18:11,2650.96,1569.52,17,medium
365,CodeBridge_0046,digital_services,2025-01-15 04:09:42,692.71,278.62,15,medium
366,MealBox_0052,food_delivery,2025-02-03 22:28:50,513.19,126.46,116,large
367,HealZone_0039,health,2025-01-28 17:28:04,1956.03,979.52,33,large
368,DigitalNex_0047,digital_services,2025-01-26 11:05:14,393.73,299.35,11,small
369,FarmDirect_0048,grocery,2025-01-13 02:10:38,652.1,291.88,25,medium
370,CozyCorner_0027,home,2025-02-05 08:16:35,3771.36,3235.4,11,medium
371,MediCare_0040,health,2025-02-06 22:51:04,1559.85,557.85,4,small
372,GroceHub_0049,grocery,2025-02-28 14:08:33,555.74,398.23,9,small
373,QuickEats_0053,food_delivery,2025-01-08 20:52:11,390.73,206.13,256,large
374,FreshMart_0050,grocery,2025-01-20 07:35:06,728.65,359.54,132,large
375,LookBook_0063,fashion,2025-01-29 04:50:14,1569.6,930.64,11,large
376,WearHouse_0064,fashion,2025-01-28 00:00:56,2822.75,1566.57,16,medium
377,StarStream_0028,entertainment,2025-01-29 02:43:31,820.27,344.84,5,small
378,TastyTrail_0054,food_delivery,2025-01-15 10:11:15,557.54,205.26,12,small
379,SpiceRoute_0055,food_delivery,2025-01-22 23:03:59,344.52,255.21,48,medium
380,PlatformX_0048,digital_services,2025-01-16 06:31:58,341.89,244.54,18,medium
381,EduVerse_0031,education,2025-03-02 02:03:49,3401.19,2603.67,8,medium
382,AmusePark_0029,entertainment,2025-01-26 12:28:22,916.56,507.88,26,medium
383,HealthFirst_0041,health,2025-01-11 06:52:36,1692.84,1609.07,2,small
384,ChefDoor_0056,food_delivery,2025-01-25 08:28:23,395.8,158.95,46,medium
385,HungryOwl_0057,food_delivery,2025-01-08 17:21:33,346.83,211.78,6,small
386,FunZone_0030,entertainment,2025-02-05 15:31:20,824.25,364.87,5,small
387,ByteShift_0049,digital_services,2025-01-29 05:37:52,554.41,438.24,6,small
388,PlayBox_0031,entertainment,2025-02-02 04:49:04,777.45,427.62,4,small
389,ThreadBarn_0065,fashion,2025-01-10 09:39:47,1942.61,1397.78,38,large
390,RoomStyle_0028,home,2025-01-16 11:40:51,6524.38,3249.59,2,small
391,CloudSync_0050,digital_services,2025-01-18 22:38:49,467.0,251.89,11,small
392,UrbanStitch_0066,fashion,2025-01-10 05:51:34,1610.04,878.17,12,medium
393,SkillCraft_0032,education,2025-01-21 11:07:14,4012.21,3116.53,14,medium
394,DataFlow_0051,digital_services,2025-01-07 10:27:46,547.68,295.03,11,small
395,ElectroMart_0022,electronics,2025-01-27 06:01:51,7126.6,2524.27,2,small
396,DineExpress_0058,food_delivery,2025-02-08 14:36:50,389.66,197.39,15,small
397,WellnessHub_0042,health,2025-01-02 21:34:41,1874.44,1187.56,14,medium
398,DailyNeeds_0051,grocery,2025-01-26 23:04:48,670.48,319.06,12,small
399,CraveTown_0059,food_delivery,2025-01-07 03:47:28,414.23,192.14,26,small
400,BiteBuddy_0060,food_delivery,2025-02-10 14:50:49,460.93,218.01,11,small
401,GreenBasket_0052,grocery,2025-01-04 13:07:52,757.11,403.22,49,medium
402,BuildMart_0029,home,2025-01-21 12:33:12,4693.4,3620.51,4,small
403,PharmEasy_0043,health,2025-02-07 04:48:10,1884.93,977.08,15,medium
404,ModaFit_0067,fashion,2025-01-25 20:56:57,1874.51,1027.69,4,small
405,JoyRide_0032,entertainment,2025-01-17 09:54:22,538.8,582.76,14,medium
406,HomeNest_0030,home,2025-01-06 19:39:26,4075.66,2872.03,3,small
407,QuickGrocery_0053,grocery,2025-01-21 13:38:54,613.92,345.28,11,small
408,InteriorCo_0031,home,2025-01-29 14:50:11,4097.67,2536.08,3,small
409,ClosetBox_0068,fashion,2025-03-16 16:02:20,1442.41,1150.63,12,medium
410,GameVerse_0033,entertainment,2025-02-12 22:01:35,862.82,354.57,51,large
411,StreamLine_0052,digital_services,2025-01-18 19:16:58,490.79,364.2,9,small
412,AppForge_0053,digital_services,2025-02-19 13:15:46,393.49,270.75,11,small
413,FabricLane_0069,fashion,2025-01-18 08:11:50,1767.72,1181.13,44,large
414,DecorVault_0032,home,2025-01-27 21:45:56,4152.8,4617.45,8,medium
415,DigitalWorld_0023,electronics,2025-02-22 17:51:33,9039.72,3386.96,2,small
416,PantryPlus_0054,grocery,2025-01-11 10:25:53,741.43,308.84,11,small
417,StyleStreet_0070,fashion,2025-01-15 22:51:27,1877.7,925.34,19,medium
418,VitalCare_0044,health,2025-02-01 21:13:21,1633.8,517.28,18,medium
419,TrendSet_0071,fashion,2025-02-19 17:19:44,1911.25,1140.87,22,medium
420,FurniWorld_0033,home,2025-01-29 13:16:53,4372.43,2902.0,18,large
421,NetPulse_0054,digital_services,2025-02-17 05:40:43,352.86,290.02,9,small
422,ByteStore_0024,electronics,2025-03-01 08:43:53,8866.63,3614.99,2,small
423,CircuitCity_0025,electronics,2025-03-01 13:06:58,6295.35,4368.13,2,small
424,MegaPixel_0026,electronics,2025-02-01 11:12:33,10868.39,4005.98,1,small
425,ClassBridge_0033,education,2025-01-31 23:03:35,3461.96,2336.1,3,small
426,CureQuick_0045,health,2025-02-17 07:06:00,1808.07,748.01,1,small
427,NatureFresh_0055,grocery,2025-01-08 05:48:52,677.61,446.82,12,small
428,HouseJoy_0034,home,2025-01-12 09:43:05,5231.97,3607.69,10,medium
429,PowerTech_0027,electronics,2025-01-18 10:10:30,7522.61,4156.25,3,small
430,LifePulse_0046,health,2025-01-31 00:52:39,1958.97,1149.65,3,small
431,ShowTime_0034,entertainment,2025-01-13 11:19:38,769.65,488.13,19,medium
432,DocConnect_0047,health,2025-02-12 17:51:02,2150.39,530.57,12,medium
433,SaaSPoint_0055,digital_services,2025-01-20 21:10:24,492.85,217.71,36,medium
434,LivingSpace_0035,home,2025-01-11 20:39:32,3847.95,2785.78,15,medium
435,SmartBuy_0028,electronics,2025-01-09 04:58:52,9711.97,4459.59,8,medium
436,ValueMart_0056,grocery,2025-02-13 23:51:56,632.71,489.96,14,small
437,FashionVault_0072,fashion,2025-01-17 03:45:35,1930.16,863.98,5,small
438,RouteMaster_0018,travel,2025-01-23 14:03:45,11865.91,5713.7,5,medium
439,CodeBridge_0056,digital_services,2025-01-05 15:01:47,475.79,331.84,10,small
440,DigitalNex_0057,digital_services,2025-01-18 10:21:55,445.26,337.97,7,small
441,WallCraft_0036,home,2025-01-07 11:51:37,4110.41,2680.64,4,small
442,LookBook_0073,fashion,2025-02-06 03:26:40,2098.99,1529.39,6,small
443,PlatformX_0058,digital_services,2025-01-15 23:17:22,433.52,124.74,11,small
444,WearHouse_0074,fashion,2025-01-31 10:50:33,2076.89,992.12,3,small
445,StaplePick_0057,grocery,2025-01-02 16:23:04,606.44,440.8,41,medium
446,ByteShift_0059,digital_services,2025-02-07 18:42:09,615.52,329.65,81,large
447,TicketBay_0035,entertainment,2025-01-20 05:09:40,741.45,556.16,7,small
448,StudyNest_0034,education,2025-01-10 06:42:24,4247.59,2369.23,31,large
449,ChipNex_0029,electronics,2025-03-08 20:06:48,9200.85,3692.83,1,small
450,BrainWorks_0035,education,2025-01-19 23:45:11,2895.3,2379.48,35,large
451,TechZone_0030,electronics,2025-01-15 19:45:05,10010.77,2915.16,19,large
452,CozyCorner_0037,home,2025-01-09 08:07:43,4177.92,3476.83,2,small
453,CloudSync_0060,digital_services,2025-01-23 15:39:01,461.32,215.28,34,medium
454,ThreadBarn_0075,fashion,2025-02-07 16:09:14,2141.9,1043.03,41,large
455,UrbanStitch_0076,fashion,2025-01-22 17:51:21,2605.72,958.83,33,large
456,ModaFit_0077,fashion,2025-02-16 23:24:14,2650.81,1218.19,54,large
457,EventPulse_0036,entertainment,2025-01-31 02:51:47,860.26,496.47,17,medium
458,FoodDash_0061,food_delivery,2025-02-16 21:42:19,499.89,246.49,19,small
459,FitPath_0048,health,2025-01-09 00:02:37,1444.36,1260.98,10,medium
460,DataFlow_0061,digital_services,2025-01-18 02:21:56,432.05,289.84,37,medium
461,CourseTrail_0036,education,2025-01-19 19:18:34,3905.35,2372.31,12,medium
462,ClosetBox_0078,fashion,2025-01-13 18:47:45,2250.35,1062.49,3,small
463,MediaWave_0037,entertainment,2025-01-26 04:19:09,861.54,491.75,11,medium
464,FarmDirect_0058,grocery,2025-01-06 14:50:48,738.95,316.38,17,small
465,AcadEdge_0037,education,2025-02-07 09:42:22,2447.76,2409.65,7,medium
466,StreamLine_0062,digital_services,2025-01-04 19:44:22,412.21,270.79,13,small
467,AppForge_0063,digital_services,2025-03-17 22:47:45,512.9,252.5,13,medium
468,StarStream_0038,entertainment,2025-01-30 03:26:42,541.8,446.35,16,medium
469,FabricLane_0079,fashion,2025-02-10 02:47:58,2119.34,654.68,4,small
470,PackNGo_0019,travel,2025-01-29 06:19:50,14466.55,10596.55,2,medium
471,MealBox_0062,food_delivery,2025-01-07 20:47:35,401.92,165.83,15,small
472,QuickEats_0063,food_delivery,2025-01-14 05:25:33,376.81,267.29,151,large
473,StyleStreet_0080,fashion,2025-01-21 00:33:52,2155.67,1582.25,14,medium
474,TrendSet_0081,fashion,2025-02-13 15:08:48,2344.11,1019.81,2,small
475,GroceHub_0059,grocery,2025-01-09 04:52:04,585.91,503.09,14,small
476,FreshMart_0060,grocery,2025-02-08 23:59:48,678.83,281.65,15,small
477,TastyTrail_0064,food_delivery,2025-02-28 20:31:51,368.54,137.32,12,small
478,MentorLab_0038,education,2025-01-19 01:30:46,4965.87,3448.95,25,large
479,NetPulse_0064,digital_services,2025-01-01 20:50:41,439.32,201.58,30,medium
480,SpiceRoute_0065,food_delivery,2025-02-14 00:48:42,459.72,231.58,19,small
481,ChefDoor_0066,food_delivery,2025-01-15 19:55:01,438.15,222.24,118,large
482,DailyNeeds_0061,grocery,2025-01-14 08:31:48,706.39,314.49,13,small
483,KnowPath_0039,education,2025-02-24 19:31:57,3783.88,2534.4,37,large
484,GreenBasket_0062,grocery,2025-01-06 20:58:08,485.11,275.46,11,small
485,GadgetHub_0031,electronics,2025-01-03 14:44:52,6768.08,3674.51,7,medium
486,HungryOwl_0067,food_delivery,2025-01-16 11:09:40,528.58,205.7,196,large
487,DineExpress_0068,food_delivery,2025-03-09 03:44:24,468.1,178.57,15,small
488,QuickGrocery_0063,grocery,2025-01-10 06:22:32,726.59,433.54,38,medium
489,LearnHub_0040,education,2025-01-31 23:30:08,2264.37,1641.1,27,large
490,EduVerse_0041,education,2025-01-19 14:05:53,1746.57,3397.55,3,small
491,SaaSPoint_0065,digital_services,2025-01-27 10:13:52,442.79,233.42,11,small
492,CodeBridge_0066,digital_services,2025-01-16 06:40:01,399.77,238.91,23,medium
493,DigitalNex_0067,digital_services,2025-01-12 14:51:53,510.27,337.25,12,small
494,PantryPlus_0064,grocery,2025-01-29 06:32:21,759.72,350.05,15,small
495,HealZone_0049,health,2025-01-11 04:30:50,1598.7,635.83,2,small
496,JetSetGo_0020,travel,2025-02-10 05:03:17,10064.97,6988.82,3,medium
497,CraveTown_0069,food_delivery,2025-01-10 10:03:51,422.33,224.8,22,small
498,PlatformX_0068,digital_services,2025-03-05 11:12:57,344.72,222.74,6,small
499,BiteBuddy_0070,food_delivery,2025-01-30 14:06:09,495.94,191.8,39,medium
500,TripWise_0021,travel,2025-02-12 02:51:33,13720.16,9530.22,4,medium
501,ByteShift_0069,digital_services,2025-01-27 01:43:17,426.54,316.22,27,medium
502,RoomStyle_0038,home,2025-01-19 08:44:29,4283.09,2692.56,3,small
503,AmusePark_0039,entertainment,2025-01-15 10:03:17,837.48,603.57,84,large
504,SkyRoute_0022,travel,2025-01-29 22:46:29,13101.55,7189.64,6,medium
505,WanderBook_0023,travel,2025-01-20 01:07:51,13117.6,12165.39,1,small
506,MediCare_0050,health,2025-02-13 13:19:03,2009.31,1058.08,34,large
507,NatureFresh_0065,grocery,2025-02-10 08:38:27,622.83,370.6,13,small
508,BuildMart_0039,home,2025-02-08 10:24:50,5538.95,3185.31,2,small
509,FlyEasy_0024,travel,2025-02-09 04:09:06,11215.55,5883.3,2,small
510,FashionVault_0082,fashion,2025-02-02 18:08:10,2005.18,1432.19,16,medium
511,ElectroMart_0032,electronics,2025-01-19 05:08:07,8864.48,3906.04,1,small
512,HomeNest_0040,home,2025-01-13 20:41:25,3628.32,4037.08,3,small
513,DigitalWorld_0033,electronics,2025-01-15 07:18:02,9850.32,5107.93,2,small
514,ValueMart_0066,grocery,2025-02-03 02:30:13,694.47,353.15,7,small
515,StaplePick_0067,grocery,2025-01-07 14:48:27,630.52,391.13,10,small
516,LookBook_0083,fashion,2025-02-03 06:13:56,2083.06,1158.39,24,medium
517,FarmDirect_0068,grocery,2025-01-06 03:08:16,457.42,385.12,11,small
518,CloudSync_0070,digital_services,2025-02-02 03:34:09,442.34,283.33,10,small
519,ByteStore_0034,electronics,2025-01-25 21:21:51,9369.43,4148.81,10,medium
520,HealthFirst_0051,health,2025-01-11 19:25:43,2180.65,1163.28,3,small
521,InteriorCo_0041,home,2025-01-08 12:09:00,4945.0,3299.52,7,medium
522,FoodDash_0071,food_delivery,2025-01-05 20:54:28,355.83,119.09,15,small
523,WearHouse_0084,fashion,2025-01-20 13:18:48,2307.29,916.37,5,small
524,SkillCraft_0042,education,2025-01-26 04:43:04,3614.16,3174.73,3,small
525,ThreadBarn_0085,fashion,2025-01-09 19:28:40,1816.12,1309.99,5,small
526,MealBox_0072,food_delivery,2025-01-02 09:04:56,417.14,142.32,15,small
527,FunZone_0040,entertainment,2025-02-08 03:38:20,649.87,612.09,17,medium
528,PlayBox_0041,entertainment,2025-01-20 03:59:03,1058.69,287.58,6,small
529,WellnessHub_0052,health,2025-01-27 04:01:05,2228.82,821.94,11,medium
530,GroceHub_0069,grocery,2025-02-25 21:26:15,607.68,302.14,42,medium
531,DataFlow_0071,digital_services,2025-01-19 09:26:08,383.41,293.34,10,small
532,StreamLine_0072,digital_services,2025-02-08 13:35:45,480.64,239.99,39,medium
533,QuickEats_0073,food_delivery,2025-01-18 03:29:16,493.82,158.35,9,small
534,AppForge_0073,digital_services,2025-01-14 05:20:53,414.33,332.72,9,small
535,CircuitCity_0035,electronics,2025-02-13 20:29:18,9448.1,3739.08,1,small
536,FreshMart_0070,grocery,2025-01-16 06:37:53,746.48,311.26,42,medium
537,TravelNest_0025,travel,2025-02-07 10:51:50,8280.18,7088.3,19,large
538,UrbanStitch_0086,fashion,2025-01-21 21:25:34,1942.14,1395.48,1,small
539,ModaFit_0087,fashion,2025-01-09 07:57:29,1998.62,1158.87,22,medium
540,DecorVault_0042,home,2025-02-15 04:18:06,3447.84,3402.6,13,medium
541,JoyRide_0042,entertainment,2025-02-13 05:35:45,691.78,462.65,6,small
542,ClassBridge_0043,education,2025-01-21 11:31:08,2388.89,2272.45,13,medium
543,FurniWorld_0043,home,2025-01-15 01:57:58,4970.39,2905.95,10,medium
544,GameVerse_0043,entertainment,2025-02-07 16:44:08,887.14,577.24,49,large
545,ClosetBox_0088,fashion,2025-02-08 18:47:43,2752.5,1515.92,54,large
546,TastyTrail_0074,food_delivery,2025-01-19 19:48:04,399.42,159.19,13,small
547,SpiceRoute_0075,food_delivery,2025-02-08 04:27:25,453.65,129.26,17,small
548,FabricLane_0089,fashion,2025-01-11 23:45:18,2663.49,1338.35,11,medium
549,PharmEasy_0053,health,2025-01-22 01:18:43,1561.68,1059.97,3,small
550,ChefDoor_0076,food_delivery,2025-01-27 15:50:06,476.58,224.07,19,small
551,HungryOwl_0077,food_delivery,2025-01-10 04:17:15,382.07,208.86,133,large
552,StyleStreet_0090,fashion,2025-01-12 17:01:46,2164.49,1407.46,5,small
553,TrendSet_0091,fashion,2025-01-15 14:26:13,2703.44,1302.14,4,small
554,HouseJoy_0044,home,2025-02-02 01:19:15,4272.41,1959.15,14,medium
555,MegaPixel_0036,electronics,2025-02-16 02:11:20,8113.72,4404.72,2,small
556,DailyNeeds_0071,grocery,2025-02-16 03:43:35,519.24,285.37,17,small
557,GreenBasket_0072,grocery,2025-02-09 20:46:03,680.5,309.36,115,large
558,VoyagePlan_0026,travel,2025-01-14 05:19:40,14606.97,9494.9,1,small
559,StudyNest_0044,education,2025-02-27 18:19:11,4725.71,2983.07,2,small
560,GlobeHopper_0027,travel,2025-01-02 06:07:34,9139.87,9686.41,1,small
561,FashionVault_0092,fashion,2025-02-08 05:11:04,1675.19,1144.3,87,large
562,QuickGrocery_0073,grocery,2025-02-01 16:36:38,651.73,298.06,8,small
563,LivingSpace_0045,home,2025-01-04 22:26:29,6094.89,3508.66,14,medium
564,NetPulse_0074,digital_services,2025-01-18 20:34:03,522.34,375.24,6,small
565,SaaSPoint_0075,digital_services,2025-01-26 06:58:16,514.63,317.22,12,small
566,CodeBridge_0076,digital_services,2025-01-07 09:44:44,528.7,262.47,91,large
567,VitalCare_0054,health,2025-01-23 06:32:27,1297.08,535.81,14,medium
568,PowerTech_0037,electronics,2025-01-08 15:52:44,8050.31,3790.87,29,large
569,DineExpress_0078,food_delivery,2025-01-26 11:30:38,533.82,221.38,23,small
570,RouteMaster_0028,travel,2025-01-28 23:06:45,13206.45,8483.54,5,medium
571,PantryPlus_0074,grocery,2025-01-04 20:49:28,515.02,416.92,31,large
572,WallCraft_0046,home,2025-01-22 03:05:37,3972.37,3013.76,2,small
573,CraveTown_0079,food_delivery,2025-02-03 22:55:19,422.89,273.58,19,small
574,CureQuick_0055,health,2025-01-02 08:52:58,1594.25,906.09,22,large
575,CozyCorner_0047,home,2025-01-31 16:23:04,5134.49,2850.15,1,small
576,PackNGo_0029,travel,2025-02-04 10:09:58,12241.88,8702.37,6,medium
577,RoomStyle_0048,home,2025-02-24 22:54:03,4433.98,2776.4,47,large
578,BrainWorks_0045,education,2025-01-29 20:37:21,3504.94,2859.78,2,small
579,BuildMart_0049,home,2025-01-09 09:19:18,5120.92,2126.62,2,small
580,NatureFresh_0075,grocery,2025-01-27 02:37:22,523.13,307.65,16,small
581,JetSetGo_0030,travel,2025-01-28 18:15:10,10530.42,9149.21,2,small
582,TripWise_0031,travel,2025-02-09 05:12:56,11933.81,9590.03,1,small
583,LookBook_0093,fashion,2025-02-18 21:44:55,2241.92,1380.08,23,medium
584,BiteBuddy_0080,food_delivery,2025-01-26 04:31:39,411.76,161.63,10,small
585,HomeNest_0050,home,2025-01-19 23:45:32,5394.99,3677.62,8,medium
586,DigitalNex_0077,digital_services,2025-01-26 01:37:07,307.76,259.51,10,small
587,WearHouse_0094,fashion,2025-01-18 14:17:01,2175.98,1243.28,3,small
588,ValueMart_0076,grocery,2025-01-29 00:26:25,756.48,374.02,14,small
589,ThreadBarn_0095,fashion,2025-01-07 22:14:34,2257.26,1325.85,17,medium
590,SmartBuy_0038,electronics,2025-02-07 09:14:59,7386.31,4298.45,2,small
591,ShowTime_0044,entertainment,2025-02-01 06:06:20,973.27,541.61,4,small
592,FoodDash_0081,food_delivery,2025-01-27 00:28:50,401.32,182.59,158,large
593,StaplePick_0077,grocery,2025-01-09 17:36:30,637.17,271.34,26,medium
594,CourseTrail_0046,education,2025-01-08 06:37:18,1926.11,940.26,2,small
595,ChipNex_0039,electronics,2025-02-13 12:33:11,11284.28,5437.42,16,large
596,FarmDirect_0078,grocery,2025-02-25 05:39:36,665.74,247.48,7,small
597,PlatformX_0078,digital_services,2025-01-30 17:13:45,392.23,286.47,8,small
598,ByteShift_0079,digital_services,2025-03-02 10:48:03,522.74,339.79,8,small
599,TicketBay_0045,entertainment,2025-02-10 12:44:10,805.43,390.62,3,small
600,CloudSync_0080,digital_services,2025-01-11 10:44:19,365.09,338.95,8,small
601,MealBox_0082,food_delivery,2025-01-27 05:06:17,337.73,197.48,31,medium
602,LifePulse_0056,health,2025-01-18 18:15:01,2298.11,884.24,4,small
603,InteriorCo_0051,home,2025-01-31 22:33:42,5480.07,2427.04,10,medium
604,DataFlow_0081,digital_services,2025-01-24 12:41:45,549.81,306.93,99,large
605,EventPulse_0046,entertainment,2025-02-03 10:05:41,600.56,555.4,17,medium
606,DocConnect_0057,health,2025-02-06 02:25:42,1904.84,1184.0,14,medium
607,DecorVault_0052,home,2025-01-14 05:36:43,4813.85,3385.28,12,medium
608,UrbanStitch_0096,fashion,2025-01-23 00:06:30,2738.38,1191.83,47,large
609,StreamLine_0082,digital_services,2025-01-28 00:29:06,583.89,270.58,5,small
610,QuickEats_0083,food_delivery,2025-02-03 08:31:45,479.59,191.76,9,small
611,AcadEdge_0047,education,2025-02-15 07:07:53,3875.41,3215.57,5,medium
612,AppForge_0083,digital_services,2025-01-09 19:10:10,592.01,147.78,26,medium
613,MediaWave_0047,entertainment,2025-01-12 09:22:32,1076.08,467.17,6,small
614,StarStream_0048,entertainment,2025-01-11 11:04:10,914.43,328.35,20,medium
615,GroceHub_0079,grocery,2025-02-12 20:27:38,656.74,480.36,7,small
616,NetPulse_0084,digital_services,2025-02-02 22:16:17,465.66,244.3,62,large
617,SaaSPoint_0085,digital_services,2025-01-12 04:52:54,601.47,301.6,7,small
618,FreshMart_0080,grocery,2025-01-24 05:23:16,595.63,310.57,10,small
619,ModaFit_0097,fashion,2025-01-04 02:21:14,1744.8,1137.9,4,small
620,TechZone_0040,electronics,2025-01-05 23:07:48,7590.64,4124.04,2,small
621,FitPath_0058,health,2025-01-07 15:00:33,1633.01,971.17,5,small
622,TastyTrail_0084,food_delivery,2025-02-10 08:41:31,577.23,157.84,10,small
623,AmusePark_0049,entertainment,2025-02-06 04:21:36,641.09,605.71,5,small
624,SpiceRoute_0085,food_delivery,2025-01-13 05:17:54,464.38,279.88,14,small
625,FunZone_0050,entertainment,2025-01-15 07:01:09,905.94,552.04,4,small
626,ChefDoor_0086,food_delivery,2025-01-08 21:32:34,513.55,166.01,21,small
627,HealZone_0059,health,2025-01-08 12:40:12,1623.76,904.41,2,small
628,ClosetBox_0098,fashion,2025-01-13 06:24:01,1867.27,1097.58,1,small
629,MentorLab_0048,education,2025-01-27 19:39:18,3325.0,2246.01,3,small
630,MediCare_0060,health,2025-01-23 15:33:52,1926.89,858.47,3,small
631,PlayBox_0051,entertainment,2025-01-02 23:10:37,764.81,648.6,4,small
632,HealthFirst_0061,health,2025-01-10 12:01:53,1584.07,774.28,6,medium
633,GadgetHub_0041,electronics,2025-01-30 04:10:21,8868.4,4162.32,33,large
634,HungryOwl_0087,food_delivery,2025-01-27 02:39:15,512.48,295.88,146,large
635,ElectroMart_0042,electronics,2025-01-13 23:43:16,8187.36,2959.82,9,medium
636,FabricLane_0099,fashion,2025-01-31 12:57:09,2242.67,1356.3,9,medium
637,CodeBridge_0086,digital_services,2025-01-15 05:48:03,531.64,312.31,9,small
638,DigitalNex_0087,digital_services,2025-02-05 23:46:44,438.51,371.36,48,medium
639,WellnessHub_0062,health,2025-01-29 20:37:37,1466.9,1144.09,1,medium
640,FurniWorld_0053,home,2025-01-17 02:13:09,5101.75,1877.91,8,medium
641,PlatformX_0088,digital_services,2025-03-04 06:33:57,381.83,287.06,112,large
642,PharmEasy_0063,health,2025-01-20 13:50:15,1242.81,928.1,3,small
643,DigitalWorld_0043,electronics,2025-02-11 07:40:46,10397.26,4345.41,5,medium
644,DailyNeeds_0081,grocery,2025-02-08 22:16:36,600.51,458.93,48,medium
645,ByteShift_0089,digital_services,2025-01-08 09:14:59,417.36,283.98,8,small
646,HouseJoy_0054,home,2025-01-14 07:34:54,4015.82,1973.87,23,large
647,ByteStore_0044,electronics,2025-02-18 05:06:09,10167.04,3695.08,2,small
648,SkyRoute_0032,travel,2025-01-16 06:46:28,12337.26,11549.03,15,large
649,CloudSync_0090,digital_services,2025-01-28 17:27:33,598.46,264.11,27,medium
650,CircuitCity_0045,electronics,2025-01-12 12:35:53,8515.06,3380.69,2,small
651,DineExpress_0088,food_delivery,2025-02-01 06:53:01,503.28,167.99,50,medium
652,LivingSpace_0055,home,2025-01-12 23:10:29,5137.86,2505.32,3,small
653,DataFlow_0091,digital_services,2025-02-07 18:39:06,506.56,290.09,11,medium
654,GreenBasket_0082,grocery,2025-01-30 05:39:38,610.77,376.01,60,medium
655,WallCraft_0056,home,2025-02-01 21:39:55,5011.1,3675.73,6,medium
656,QuickGrocery_0083,grocery,2025-02-14 01:04:27,636.68,435.45,88,large
657,CozyCorner_0057,home,2025-01-28 10:49:42,5368.7,3439.99,3,small
658,PantryPlus_0084,grocery,2025-01-18 07:12:39,615.49,280.96,18,small
659,KnowPath_0049,education,2025-01-07 22:25:42,3973.9,2670.31,2,small
660,CraveTown_0089,food_delivery,2025-02-07 18:51:05,452.27,206.59,16,small
661,NatureFresh_0085,grocery,2025-02-14 02:08:35,727.11,295.23,6,small
662,RoomStyle_0058,home,2025-02-26 09:27:53,4575.85,1951.67,2,small
663,StyleStreet_0100,fashion,2025-02-04 22:04:51,2016.69,1318.02,7,small
664,TrendSet_0101,fashion,2025-01-09 14:15:24,1499.95,1745.8,4,small
665,ValueMart_0086,grocery,2025-02-21 17:06:13,686.52,250.96,155,large
666,StreamLine_0092,digital_services,2025-01-15 20:56:33,503.73,296.31,3,small
667,VitalCare_0064,health,2025-01-16 22:13:36,1822.14,1169.17,33,large
668,JoyRide_0052,entertainment,2025-01-31 22:47:36,976.13,613.29,4,small
