id,segment,account_created_at,typical_amount,txn_per_month
9118,regular,2025-03-03 12:53:38,716.27,4.58
9119,regular,2025-02-08 21:55:07,2355.92,1.85
9120,low_frequency,2025-01-18 06:38:56,1814.23,1.44
9121,low_frequency,2025-02-25 01:33:59,587.86,0.4
9122,low_frequency,2025-03-03 08:05:24,681.8,1.02
9123,low_frequency,2025-01-10 15:23:08,2799.24,0.99
9124,regular,2025-02-21 05:07:35,1579.84,3.94
9125,low_frequency,2025-05-06 10:11:08,1087.1,0.83
9126,low_frequency,2025-04-08 07:05:48,717.76,0.2
9127,low_frequency,2025-02-22 08:11:54,2136.05,0.67
9128,high_frequency,2025-01-24 01:46:22,1748.47,18.91
9129,regular,2025-01-07 09:45:20,1204.3,5.28
9130,regular,2025-05-11 19:07:44,755.24,5.58
9131,regular,2025-04-28 22:07:20,3848.87,4.08
9132,low_frequency,2025-01-10 12:46:36,2127.01,0.2
9133,low_frequency,2025-01-25 13:33:46,734.61,0.97
9134,low_frequency,2025-03-05 16:23:07,5947.46,1.34
9135,regular,2025-03-19 04:39:12,562.45,1.75
9136,low_frequency,2025-03-03 23:37:54,2448.97,0.3
9137,low_frequency,2025-02-27 13:10:17,1489.37,0.28
9138,high_value,2025-02-06 07:24:11,1835.79,3.64
9139,regular,2025-01-06 15:38:46,1734.39,1.55
9140,low_frequency,2025-04-17 10:04:05,1376.08,0.78
9141,high_value,2025-01-06 21:53:28,4823.38,3.49
9142,low_frequency,2025-04-15 18:17:40,975.56,0.37
9143,low_frequency,2025-01-02 02:16:11,793.2,1.02
9144,low_frequency,2025-05-11 21:59:09,2339.27,1.0
9145,high_value,2025-01-18 01:47:55,4603.66,2.1
9146,low_frequency,2025-02-27 14:22:07,465.06,0.95
9147,high_frequency,2025-01-08 14:08:46,4466.69,6.35
9148,regular,2025-01-12 02:56:15,2359.37,4.92
9149,regular,2025-03-21 05:59:24,1042.87,3.89
9150,low_frequency,2025-02-07 11:13:39,815.99,1.25
9151,low_frequency,2025-01-11 14:11:18,1719.04,1.63
9152,regular,2025-02-05 07:08:24,2500.88,1.43
9153,low_frequency,2025-03-04 14:34:57,723.13,1.4
9154,regular,2025-03-19 06:44:05,3528.58,3.4
9155,low_frequency,2025-03-24 06:08:17,3041.56,1.49
9156,high_frequency,2025-03-11 09:28:05,1783.55,14.31
9157,regular,2025-01-26 18:51:30,1937.95,7.08
9158,regular,2025-01-28 06:51:13,8964.61,2.68
9159,regular,2025-01-11 05:54:06,3116.85,7.33
9160,low_frequency,2025-03-14 04:10:41,1045.88,0.2
9161,low_frequency,2025-02-03 21:01:27,2694.17,1.69
9162,low_frequency,2025-01-05 22:41:52,384.69,1.03
9163,regular,2025-03-08 11:34:30,561.37,5.08
9164,low_frequency,2025-02-28 04:36:47,1194.83,1.29
9165,low_frequency,2025-01-08 03:00:43,1611.57,0.92
9166,low_frequency,2025-02-19 09:53:50,1291.22,0.99
9167,low_frequency,2025-06-05 12:44:32,1990.74,1.92
9168,regular,2025-01-06 20:37:06,3573.39,2.79
9169,regular,2025-01-11 10:35:29,359.21,6.15
9170,regular,2025-02-14 07:36:45,1015.79,3.94
9171,regular,2025-01-08 10:37:14,1849.86,5.39
9172,regular,2025-02-26 21:35:25,942.48,4.5
9173,regular,2025-01-21 05:29:36,2828.02,2.64
9174,high_frequency,2025-01-12 13:49:22,3043.06,11.3
9175,high_frequency,2025-01-27 20:45:22,4015.47,5.99
9176,high_frequency,2025-03-13 09:31:37,1008.42,4.57
9177,high_frequency,2025-02-12 06:10:24,1186.75,16.73
9178,high_frequency,2025-04-21 22:28:18,1256.57,15.62
9179,regular,2025-01-21 09:55:16,685.19,5.09
9180,regular,2025-03-19 03:47:21,845.31,3.28
9181,regular,2025-04-06 06:46:54,890.93,3.81
9182,low_frequency,2025-03-03 14:15:00,2207.19,0.94
9183,low_frequency,2025-02-27 10:49:12,2537.56,0.98
9184,high_value,2025-02-16 20:07:51,2781.83,3.65
9185,regular,2025-01-21 11:55:30,2188.63,4.9
9186,low_frequency,2025-01-12 19:49:18,1914.6,0.93
9187,regular,2025-03-16 03:44:46,542.26,1.23
9188,low_frequency,2025-03-16 07:06:24,1164.77,0.96
9189,low_frequency,2025-02-20 03:10:11,3173.53,1.02
9190,regular,2025-03-16 01:03:56,2902.62,3.39
9191,regular,2025-01-11 19:33:03,963.23,1.58
9192,regular,2025-03-01 06:27:08,1310.06,4.52
9193,low_frequency,2025-02-03 10:17:37,5015.11,0.84
9194,regular,2025-02-19 09:57:47,777.82,3.65
9195,low_frequency,2025-02-02 02:22:11,1066.37,1.31
9196,regular,2025-01-11 22:42:19,1269.15,5.1
9197,regular,2025-01-29 05:04:04,730.79,4.94
9198,low_frequency,2025-02-08 11:31:58,583.59,2.0
9199,high_value,2025-01-26 08:45:28,6040.56,2.42
9200,regular,2025-01-29 17:40:10,996.83,6.51
9201,low_frequency,2025-05-22 18:54:59,1032.71,1.15
9202,low_frequency,2025-02-05 20:26:39,1272.8,0.99
9203,low_frequency,2025-04-02 00:52:36,1003.22,0.84
9204,low_frequency,2025-01-29 04:01:28,2199.02,1.37
9205,high_value,2025-05-20 03:08:55,5934.62,2.95
9206,regular,2025-01-22 07:47:54,3050.94,4.57
9207,high_frequency,2025-01-19 19:07:43,3050.47,16.68
9208,regular,2025-02-23 07:27:59,1689.77,1.24
9209,high_value,2025-02-01 23:35:45,3526.84,3.02
9210,high_frequency,2025-01-12 21:33:50,1587.12,13.77
9211,low_frequency,2025-02-24 10:40:57,1508.01,0.2
9212,low_frequency,2025-03-18 17:56:18,1313.24,1.12
9213,low_frequency,2025-03-06 13:48:38,2378.98,1.15
9214,low_frequency,2025-01-12 11:14:04,841.21,1.25
9215,regular,2025-05-30 04:57:25,927.18,5.59
9216,low_frequency,2025-03-01 04:15:41,4782.11,1.52
9217,high_frequency,2025-03-07 23:59:59,172.22,12.23
9218,low_frequency,2025-02-12 19:26:05,2504.62,1.03
9219,high_frequency,2025-01-30 10:36:41,1774.77,16.07
9220,low_frequency,2025-03-24 13:22:59,1841.6,0.77
9221,low_frequency,2025-01-20 05:27:48,2571.62,1.22
9222,high_frequency,2025-01-31 22:45:41,963.43,9.93
9223,regular,2025-03-15 02:43:19,1220.05,7.26
9224,regular,2025-01-06 17:47:41,2184.16,1.7
9225,high_frequency,2025-03-29 16:00:42,3563.18,11.47
9226,low_frequency,2025-01-02 05:21:03,1936.13,1.08
9227,low_frequency,2025-02-03 15:34:16,1790.1,1.22
9228,low_frequency,2025-01-16 01:37:08,6000.64,0.32
9229,low_frequency,2025-01-16 09:07:39,1637.54,0.75
9230,high_value,2025-03-13 15:57:38,5476.94,1.61
9231,high_frequency,2025-01-04 22:54:13,2424.81,8.7
9232,low_frequency,2025-02-10 16:44:51,872.8,1.7
9233,regular,2025-01-06 17:01:10,1092.94,3.38
9234,high_value,2025-01-07 17:56:49,14983.23,3.74
9235,low_frequency,2025-03-07 06:39:10,616.46,1.63
9236,low_frequency,2025-03-12 11:45:28,634.24,0.59
9237,high_frequency,2025-01-26 13:54:57,940.0,11.99
9238,regular,2025-03-19 16:20:19,871.87,4.49
9239,low_frequency,2025-01-27 21:21:29,843.92,0.54
9240,regular,2025-02-12 04:54:03,1212.86,1.96
9241,low_frequency,2025-04-05 12:55:49,6488.84,1.09
9242,regular,2025-01-15 23:04:07,1526.98,4.21
9243,regular,2025-03-01 01:56:16,1714.36,5.23
9244,low_frequency,2025-02-25 05:26:38,987.97,1.16
9245,high_frequency,2025-03-19 15:52:48,617.58,12.92
9246,regular,2025-02-06 08:18:30,1812.73,5.24
9247,regular,2025-01-22 14:50:58,1607.33,2.39
9248,regular,2025-03-05 13:51:47,1236.8,5.24
9249,regular,2025-01-09 08:21:57,1389.73,6.82
9250,low_frequency,2025-03-13 11:44:31,1061.12,0.39
9251,low_frequency,2025-01-13 07:39:30,1567.3,0.4
9252,regular,2025-04-08 06:50:45,1192.89,2.3
9253,regular,2025-01-31 07:12:07,918.5,3.06
9254,low_frequency,2025-05-04 00:24:11,1408.79,1.08
9255,high_value,2025-01-27 23:09:51,3918.52,4.41
9256,high_frequency,2025-02-01 20:36:04,3063.5,14.11
9257,low_frequency,2025-03-06 15:08:10,1211.07,1.69
9258,low_frequency,2025-01-30 12:42:03,612.58,1.05
9259,regular,2025-04-15 17:31:45,846.86,3.54
9260,low_frequency,2025-04-20 20:38:22,694.55,0.64
9261,high_value,2025-02-16 04:30:33,5254.61,1.93
9262,regular,2025-03-30 17:42:18,1486.4,2.06
9263,low_frequency,2025-04-04 14:34:19,505.07,1.41
9264,regular,2025-02-16 05:29:11,2201.39,3.81
9265,low_frequency,2025-01-25 21:08:14,3186.3,0.62
9266,regular,2025-02-28 20:51:39,1209.63,3.94
9267,low_frequency,2025-02-22 12:57:18,214.71,0.43
9268,high_frequency,2025-04-23 17:26:19,738.17,12.77
9269,regular,2025-04-08 14:35:56,792.14,2.99
9270,high_value,2025-03-25 22:59:28,3224.31,0.7
9271,low_frequency,2025-01-18 20:19:57,708.08,0.97
9272,low_frequency,2025-02-09 06:13:03,1511.48,0.46
9273,high_frequency,2025-02-07 19:01:10,3094.06,13.92
9274,low_frequency,2025-01-29 13:23:34,611.69,2.04
9275,low_frequency,2025-02-03 04:40:55,1620.73,1.54
9276,high_value,2025-01-31 02:08:56,4405.12,2.59
9277,high_frequency,2025-03-30 08:17:53,584.49,15.31
9278,high_frequency,2025-04-29 15:40:34,1159.21,12.25
9279,regular,2025-01-25 04:34:26,1557.8,6.68
9280,regular,2025-03-11 15:26:53,1925.92,5.13
9281,regular,2025-03-11 13:56:11,548.15,5.08
9282,regular,2025-03-15 00:34:48,681.89,6.32
9283,low_frequency,2025-01-31 20:28:29,538.81,0.39
9284,high_frequency,2025-02-14 22:35:53,1106.06,13.52
9285,low_frequency,2025-03-29 17:09:37,1428.27,0.61
9286,regular,2025-02-05 05:29:37,1095.24,4.86
9287,high_frequency,2025-04-04 02:13:17,1466.57,15.02
9288,high_frequency,2025-04-25 19:25:20,1312.63,18.32
9289,low_frequency,2025-03-08 14:01:35,1674.39,2.15
9290,regular,2025-02-09 13:27:50,2314.29,2.94
9291,regular,2025-03-31 19:11:01,2331.21,3.84
9292,low_frequency,2025-04-16 01:06:08,1660.88,0.43
9293,low_frequency,2025-04-02 00:54:01,223.57,1.97
9294,regular,2025-01-22 08:17:55,2337.36,4.2
9295,high_frequency,2025-01-27 16:36:40,1245.24,14.68
9296,high_value,2025-01-23 15:38:53,6408.46,3.99
9297,low_frequency,2025-02-27 05:16:58,8531.44,1.41
9298,low_frequency,2025-01-26 17:35:06,1448.7,0.43
9299,low_frequency,2025-02-24 08:22:08,828.87,1.13
9300,high_value,2025-01-05 22:17:48,4656.99,3.26
9301,high_frequency,2025-01-21 16:38:16,1242.23,12.94
9302,high_value,2025-04-14 15:43:45,5667.79,3.24
9303,regular,2025-02-08 14:33:40,1990.84,3.92
9304,low_frequency,2025-01-15 04:39:00,923.4,1.38
9305,regular,2025-03-03 06:42:21,1951.93,1.78
9306,low_frequency,2025-02-03 12:13:00,1096.98,0.88
9307,low_frequency,2025-04-02 12:52:00,734.59,0.65
9308,low_frequency,2025-02-05 16:44:47,643.58,1.13
9309,low_frequency,2025-03-13 03:16:51,501.02,1.52
9310,low_frequency,2025-03-15 10:24:54,3489.23,1.36
9311,high_value,2025-02-04 05:47:07,2261.47,4.08
9312,regular,2025-01-04 20:33:14,2486.2,4.3
9313,high_frequency,2025-02-21 19:00:22,1702.88,10.14
9314,low_frequency,2025-01-18 15:20:28,1053.38,1.26
9315,regular,2025-03-18 13:31:55,4195.9,5.24
9316,regular,2025-01-03 11:48:37,1439.19,4.3
9317,low_frequency,2025-02-26 05:44:30,1799.45,0.87
9318,low_frequency,2025-01-12 06:43:18,917.41,0.79
9319,low_frequency,2025-03-17 15:31:01,1016.77,0.46
9320,high_frequency,2025-04-06 06:18:56,2962.41,13.63
9321,high_frequency,2025-03-30 12:39:44,913.67,9.9
9322,low_frequency,2025-05-05 15:23:05,1442.07,0.71
9323,regular,2025-04-05 19:11:16,825.16,4.38
9324,low_frequency,2025-02-28 09:42:48,1976.91,1.44
9325,low_frequency,2025-02-26 05:04:52,1760.85,0.2
9326,regular,2025-05-24 05:15:48,1096.77,2.63
9327,high_frequency,2025-03-11 13:49:12,3100.03,6.06
9328,high_frequency,2025-03-04 14:01:29,2995.17,15.66
9329,low_frequency,2025-02-27 07:58:55,687.86,0.25
9330,regular,2025-01-02 00:20:57,995.6,4.52
9331,low_frequency,2025-04-25 23:54:46,1785.58,1.35
9332,low_frequency,2025-01-28 04:09:52,519.27,0.77
9333,low_frequency,2025-01-09 02:58:38,1343.43,0.76
9334,low_frequency,2025-03-11 04:26:33,1146.73,1.02
9335,low_frequency,2025-01-12 21:38:30,420.1,0.78
9336,low_frequency,2025-02-27 16:53:05,567.28,0.72
9337,regular,2025-01-12 18:40:45,1031.36,4.84
9338,low_frequency,2025-02-11 19:49:13,696.48,1.14
9339,low_frequency,2025-01-17 05:37:59,1390.14,0.74
9340,high_value,2025-01-02 02:05:03,3622.61,5.04
9341,high_frequency,2025-03-25 10:01:10,1458.91,10.49
9342,low_frequency,2025-01-24 07:57:38,3652.62,0.2
9343,low_frequency,2025-02-26 15:59:44,601.21,1.02
9344,low_frequency,2025-03-15 18:28:14,651.12,1.53
9345,high_value,2025-04-28 02:45:51,2913.94,4.82
9346,low_frequency,2025-04-27 08:24:12,521.11,1.58
9347,low_frequency,2025-01-17 23:32:14,427.13,1.47
9348,regular,2025-02-20 22:55:04,536.26,3.52
9349,regular,2025-05-26 10:42:17,758.46,4.41
9350,low_frequency,2025-02-26 22:12:10,1537.75,0.41
9351,low_frequency,2025-01-20 01:18:04,1661.83,0.88
9352,regular,2025-05-11 02:55:16,1768.6,0.3
9353,low_frequency,2025-01-24 03:17:04,1775.09,1.06
9354,low_frequency,2025-02-02 23:44:24,1440.28,1.27
9355,high_frequency,2025-01-18 18:40:05,2211.01,8.17
9356,high_frequency,2025-02-09 03:25:40,2105.69,8.76
9357,regular,2025-02-10 05:36:15,2099.02,5.55
9358,regular,2025-04-11 10:25:43,1203.25,6.11
9359,regular,2025-02-21 16:49:15,1728.6,3.96
9360,low_frequency,2025-02-08 12:19:30,436.41,0.2
9361,regular,2025-03-24 09:08:43,1648.62,3.03
9362,low_frequency,2025-03-02 01:59:33,202.8,1.09
9363,low_frequency,2025-02-23 01:08:12,493.11,0.78
9364,low_frequency,2025-02-27 13:38:20,610.54,0.92
9365,regular,2025-04-04 00:31:19,1021.58,2.83
9366,regular,2025-01-21 17:25:30,4975.28,5.79
9367,regular,2025-01-09 12:51:57,1444.83,3.04
9368,regular,2025-01-12 14:00:03,392.88,3.33
9369,high_frequency,2025-01-17 01:38:47,907.47,18.15
9370,low_frequency,2025-02-08 15:44:59,1039.8,1.02
9371,low_frequency,2025-01-08 09:37:57,515.99,0.78
9372,high_frequency,2025-02-25 11:22:11,1173.37,11.68
9373,regular,2025-03-24 11:13:39,1996.43,1.91
9374,regular,2025-02-03 23:07:38,416.06,5.2
9375,low_frequency,2025-01-31 01:23:04,687.75,1.01
9376,high_value,2025-04-29 21:05:36,2204.4,3.41
9377,regular,2025-01-20 12:18:32,1291.86,5.78
9378,high_frequency,2025-03-15 18:42:12,429.09,11.43
9379,high_frequency,2025-02-12 17:58:20,755.79,10.97
9380,high_frequency,2025-04-10 17:31:09,975.1,8.13
9381,low_frequency,2025-02-07 04:25:02,1120.63,1.35
9382,regular,2025-01-19 23:16:15,1561.81,5.46
9383,low_frequency,2025-04-25 04:44:27,437.0,1.5
9384,low_frequency,2025-02-15 21:02:07,802.86,1.33
9385,low_frequency,2025-01-19 04:32:19,1351.35,1.25
9386,low_frequency,2025-02-07 17:22:50,1763.27,0.71
9387,regular,2025-01-16 16:28:36,2146.58,5.85
9388,regular,2025-02-27 06:15:43,1042.26,4.7
9389,low_frequency,2025-03-09 02:06:47,1624.81,1.63
9390,low_frequency,2025-01-16 20:51:12,464.14,0.85
9391,low_frequency,2025-03-13 18:20:57,3296.25,1.28
9392,regular,2025-02-23 10:58:01,465.55,5.61
9393,low_frequency,2025-01-25 12:16:43,362.67,1.63
9394,regular,2025-02-23 20:42:31,1232.56,5.0
9395,low_frequency,2025-02-22 21:35:48,575.76,2.25
9396,regular,2025-03-22 21:32:25,1731.12,5.26
9397,high_frequency,2025-03-24 14:52:48,1249.18,12.08
9398,regular,2025-03-21 03:17:16,1438.21,3.53
9399,regular,2025-01-22 11:34:14,1945.26,3.51
9400,high_value,2025-04-14 20:45:01,2564.57,3.93
9401,low_frequency,2025-01-11 17:24:57,538.21,0.49
9402,low_frequency,2025-03-17 13:35:55,931.67,1.94
9403,high_value,2025-02-08 09:41:10,10510.34,3.24
9404,high_frequency,2025-04-14 07:58:26,1353.41,10.41
9405,regular,2025-01-19 06:05:33,1840.82,4.84
9406,low_frequency,2025-01-22 18:10:48,1136.68,0.95
9407,low_frequency,2025-02-14 01:12:14,979.1,0.2
9408,high_frequency,2025-02-25 12:13:25,709.81,17.42
9409,regular,2025-01-09 23:38:50,948.64,2.25
9410,low_frequency,2025-03-06 15:18:48,1247.92,1.3
9411,low_frequency,2025-01-23 19:58:04,995.93,1.16
9412,high_frequency,2025-01-31 22:45:15,1039.5,15.26
9413,regular,2025-01-22 16:33:28,526.1,0.37
9414,high_value,2025-02-05 23:06:22,4347.27,3.79
9415,regular,2025-03-22 16:26:38,1502.33,2.8
9416,low_frequency,2025-03-19 15:40:00,981.75,0.61
9417,low_frequency,2025-02-08 12:41:32,2359.57,0.95
9418,regular,2025-01-20 20:59:51,1264.72,3.88
9419,low_frequency,2025-04-13 05:41:11,454.59,1.24
9420,low_frequency,2025-02-28 17:41:10,858.49,0.4
9421,low_frequency,2025-03-01 03:06:40,1200.08,0.93
9422,low_frequency,2025-02-23 09:01:45,511.41,1.9
9423,high_frequency,2025-01-27 04:27:18,1837.45,14.43
9424,low_frequency,2025-01-25 15:44:10,386.92,0.92
9425,regular,2025-03-29 10:04:14,853.73,2.75
9426,regular,2025-03-30 04:10:36,1067.72,3.87
9427,low_frequency,2025-03-16 08:54:08,687.91,1.71
9428,regular,2025-03-23 12:45:12,1668.41,5.17
9429,high_frequency,2025-02-11 23:40:50,1083.7,13.99
9430,regular,2025-01-03 23:25:08,1716.46,4.17
9431,regular,2025-01-09 05:45:27,6047.94,3.98
9432,high_frequency,2025-02-07 05:13:43,1725.03,16.43
9433,high_value,2025-01-23 00:10:54,3991.09,0.2
9434,high_frequency,2025-03-17 12:37:16,1828.96,15.62
9435,regular,2025-01-19 17:36:55,718.03,2.92
9436,regular,2025-03-30 16:14:26,1078.15,5.13
9437,regular,2025-03-28 02:16:04,2229.21,3.34
9438,low_frequency,2025-01-03 05:48:08,2287.46,1.06
9439,regular,2025-03-31 23:09:31,2217.28,4.57
9440,high_frequency,2025-01-30 02:58:25,1215.92,14.54
9441,low_frequency,2025-01-28 09:32:02,583.67,0.55
9442,high_frequency,2025-03-17 15:57:55,960.43,13.34
9443,high_value,2025-01-12 03:04:48,7880.05,2.24
9444,low_frequency,2025-01-24 18:46:33,1589.43,1.66
9445,low_frequency,2025-01-16 02:44:03,1250.22,0.21
9446,high_value,2025-03-15 23:43:09,1844.51,2.94
9447,low_frequency,2025-02-15 20:28:16,1291.63,0.68
9448,high_frequency,2025-03-08 22:43:50,1002.87,13.63
9449,low_frequency,2025-02-18 23:31:09,1399.58,0.85
9450,low_frequency,2025-02-19 16:36:19,2009.54,2.01
9451,low_frequency,2025-01-22 10:28:34,775.95,0.87
9452,low_frequency,2025-03-31 16:15:55,792.91,0.5
9453,high_value,2025-04-15 01:41:09,3499.24,5.79
9454,low_frequency,2025-02-25 23:27:32,951.44,1.52
9455,low_frequency,2025-01-26 13:00:05,3867.05,1.86
9456,regular,2025-02-21 05:52:16,3125.4,3.41
9457,high_value,2025-03-02 04:13:38,6167.72,3.88
9458,low_frequency,2025-04-05 21:06:40,335.35,1.92
9459,high_frequency,2025-04-12 21:50:46,2653.52,12.27
9460,low_frequency,2025-01-10 03:50:07,1672.62,1.51
9461,high_frequency,2025-01-27 05:15:39,1209.1,11.9
9462,regular,2025-01-10 08:43:44,2062.54,3.85
9463,high_frequency,2025-02-04 02:22:55,1464.35,6.14
9464,regular,2025-05-18 21:18:46,1205.41,5.68
9465,high_value,2025-01-17 04:19:05,2173.88,3.62
9466,low_frequency,2025-03-02 11:40:43,494.72,1.14
9467,regular,2025-02-27 12:54:04,2423.78,4.74
9468,regular,2025-01-14 11:04:31,713.22,1.56
9469,low_frequency,2025-01-13 18:20:13,819.5,0.42
9470,high_value,2025-02-15 21:04:03,2399.58,2.57
9471,high_frequency,2025-04-21 01:51:05,1970.79,9.1
9472,high_frequency,2025-02-24 13:13:49,336.53,5.51
9473,low_frequency,2025-02-11 06:55:23,1379.15,0.96
9474,high_frequency,2025-02-15 04:59:49,1259.55,6.42
9475,low_frequency,2025-01-09 05:26:18,1779.83,1.02
9476,high_value,2025-04-05 16:32:13,8806.02,2.2
9477,low_frequency,2025-01-28 23:24:17,1094.5,1.29
9478,regular,2025-03-06 12:03:50,1238.51,1.38
9479,low_frequency,2025-03-26 12:23:19,645.05,1.24
9480,regular,2025-01-22 21:46:22,1681.01,6.02
9481,low_frequency,2025-01-21 15:54:35,1706.52,1.52
9482,high_frequency,2025-01-14 07:59:27,1378.94,21.15
9483,high_frequency,2025-05-12 13:39:24,1478.73,15.45
9484,low_frequency,2025-03-05 21:52:44,2788.26,1.74
9485,high_frequency,2025-01-15 21:20:12,2514.26,10.03
9486,regular,2025-03-23 05:58:49,3141.16,0.5
9487,regular,2025-01-05 18:04:33,1976.28,2.12
9488,low_frequency,2025-03-05 21:25:29,3669.26,1.11
9489,low_frequency,2025-01-10 12:32:55,1353.7,1.08
9490,low_frequency,2025-01-27 13:30:56,1868.15,0.34
9491,regular,2025-01-12 07:59:21,1790.7,3.61
9492,regular,2025-01-02 18:06:56,2218.12,5.55
9493,regular,2025-01-11 08:54:27,2187.44,3.01
9494,high_value,2025-02-26 18:24:08,10676.52,4.12
9495,low_frequency,2025-06-14 02:54:28,340.81,0.23
9496,high_frequency,2025-02-10 08:14:07,762.73,13.69
9497,high_frequency,2025-03-10 14:45:31,964.03,10.93
9498,high_frequency,2025-01-18 13:56:39,602.99,14.29
9499,regular,2025-02-02 16:45:04,785.02,3.86
9500,low_frequency,2025-01-09 07:19:26,936.94,0.52
9501,high_frequency,2025-04-25 10:45:07,1250.33,10.22
9502,regular,2025-01-09 21:38:51,876.72,5.31
9503,high_frequency,2025-01-29 18:54:40,1130.5,13.54
9504,low_frequency,2025-05-10 10:02:05,2523.17,0.82
9505,regular,2025-02-22 22:05:13,2558.21,4.37
9506,regular,2025-05-13 03:40:20,3731.45,0.27
9507,regular,2025-01-18 17:21:48,1142.73,5.65
9508,high_frequency,2025-02-18 00:47:32,3757.57,13.02
9509,low_frequency,2025-04-09 19:12:20,747.99,1.04
9510,low_frequency,2025-02-09 17:06:36,690.99,1.1
9511,low_frequency,2025-01-26 12:41:05,2745.69,0.2
9512,low_frequency,2025-01-24 06:06:04,1303.53,1.28
9513,low_frequency,2025-02-08 11:33:45,382.74,0.88
9514,low_frequency,2025-02-28 08:14:15,748.94,1.58
9515,low_frequency,2025-01-08 02:45:02,1893.69,0.81
9516,regular,2025-01-11 17:39:53,1604.34,3.53
9517,high_frequency,2025-04-01 20:06:34,571.88,19.77
9518,low_frequency,2025-03-04 16:44:48,1277.68,1.57
9519,low_frequency,2025-03-07 02:45:13,666.31,0.54
9520,high_frequency,2025-01-05 19:56:47,2018.04,14.18
9521,low_frequency,2025-05-18 18:43:00,1385.67,0.35
9522,low_frequency,2025-01-09 02:58:42,1110.18,1.03
9523,regular,2025-03-22 21:29:03,2853.74,5.96
9524,high_value,2025-01-24 15:30:30,3465.84,1.41
9525,low_frequency,2025-04-01 17:50:54,1967.1,0.71
9526,high_value,2025-05-05 19:46:57,2818.94,2.7
9527,low_frequency,2025-02-20 16:09:19,874.47,0.57
9528,low_frequency,2025-05-13 12:58:43,2379.3,1.11
9529,low_frequency,2025-03-23 01:11:20,500.8,1.06
9530,high_frequency,2025-01-27 09:01:14,3352.68,7.93
9531,regular,2025-02-07 01:47:30,1907.91,6.06
9532,regular,2025-03-04 02:35:37,524.27,5.21
9533,high_value,2025-04-06 05:47:50,16322.72,4.42
9534,regular,2025-04-26 17:26:00,713.88,5.01
9535,low_frequency,2025-02-08 01:06:06,5018.16,1.77
9536,regular,2025-02-04 15:58:25,1216.95,6.57
9537,low_frequency,2025-03-19 21:25:02,858.24,1.41
9538,regular,2025-01-25 00:01:16,654.62,2.43
9539,high_frequency,2025-02-17 16:27:03,4601.51,12.24
9540,regular,2025-02-18 10:15:24,782.33,5.24
9541,low_frequency,2025-03-17 01:17:27,1424.0,0.77
9542,regular,2025-05-18 18:35:36,1820.26,2.45
9543,low_frequency,2025-02-07 17:50:51,1871.48,0.2
9544,low_frequency,2025-05-24 03:12:19,2132.04,0.2
9545,regular,2025-01-08 22:26:26,2679.03,4.31
9546,low_frequency,2025-01-18 05:23:27,2241.78,0.86
9547,low_frequency,2025-01-28 17:48:02,793.92,1.46
9548,regular,2025-01-03 02:47:19,514.13,3.82
9549,regular,2025-02-02 23:26:41,1514.88,4.39
9550,low_frequency,2025-02-17 19:52:07,4196.57,0.93
9551,high_value,2025-01-29 11:33:27,4334.93,1.92
9552,low_frequency,2025-04-05 02:17:40,1145.38,0.48
9553,low_frequency,2025-01-09 02:12:24,676.03,0.5
9554,high_frequency,2025-03-19 13:44:28,870.93,6.24
9555,low_frequency,2025-01-30 07:27:18,1375.05,1.92
9556,high_value,2025-05-14 02:03:13,7929.56,2.38
9557,regular,2025-04-16 13:59:19,2575.94,3.28
9558,regular,2025-02-11 00:06:18,773.63,3.05
9559,low_frequency,2025-02-16 12:41:55,792.38,0.24
9560,low_frequency,2025-05-02 20:38:36,2317.58,0.93
9561,high_frequency,2025-02-18 01:48:47,5248.28,11.99
9562,low_frequency,2025-03-12 15:30:08,325.76,1.56
9563,high_frequency,2025-03-03 08:12:31,1177.72,13.32
9564,high_frequency,2025-02-10 18:32:31,4079.22,5.47
9565,regular,2025-01-10 17:28:18,217.96,3.81
9566,low_frequency,2025-01-07 08:49:56,2080.4,0.52
9567,regular,2025-05-04 12:43:06,1140.0,2.03
9568,regular,2025-01-31 16:30:41,2266.06,2.32
9569,low_frequency,2025-02-17 09:16:23,1055.83,0.97
9570,high_frequency,2025-05-09 21:37:51,491.48,9.61
9571,low_frequency,2025-04-06 15:48:23,834.23,0.4
9572,high_value,2025-02-23 21:32:37,16987.0,4.08
9573,low_frequency,2025-02-12 12:47:51,1485.86,0.88
9574,low_frequency,2025-03-06 12:21:31,523.26,1.08
9575,regular,2025-01-31 02:41:25,1516.09,4.64
9576,low_frequency,2025-02-14 23:33:30,1049.89,0.38
9577,low_frequency,2025-03-15 05:40:44,1333.33,0.4
9578,low_frequency,2025-01-07 22:19:36,1435.75,1.2
9579,high_frequency,2025-03-26 10:18:40,3285.71,17.05
9580,low_frequency,2025-03-17 22:52:30,1383.57,0.57
9581,regular,2025-02-18 12:09:43,927.63,3.57
9582,regular,2025-02-12 13:48:34,598.23,5.9
9583,regular,2025-03-01 16:59:48,1602.79,1.28
9584,low_frequency,2025-03-27 06:52:43,722.12,0.2
9585,low_frequency,2025-02-04 20:34:44,207.75,1.17
9586,high_value,2025-05-06 19:52:53,1626.98,4.42
9587,high_frequency,2025-01-24 03:34:18,1073.65,5.87
9588,high_value,2025-04-26 18:42:21,2297.66,2.57
9589,regular,2025-03-13 11:02:41,734.18,4.57
